Rent,Size,BHK,Bathroom,Furnishing Status_Furnished,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai
26000,390,1,2,False,True,False,False,False,False,False,False,True
850000,3200,4,4,True,False,False,False,False,False,False,False,True
34999,450,1,2,True,False,False,False,False,False,False,False,True
35000,500,1,2,False,True,False,False,False,False,False,False,True
50000,410,1,1,False,True,False,False,False,False,False,False,True
16000,160,1,1,False,False,True,False,False,False,False,False,True
55000,750,2,2,False,False,True,False,False,False,False,False,True
39000,585,1,2,False,False,True,False,False,False,False,False,True
100000,1300,3,3,False,True,False,False,False,False,False,False,True
25000,350,1,1,True,False,False,False,False,False,False,False,True
25000,490,1,2,False,True,False,False,False,False,False,False,True
49500,650,2,2,False,False,True,False,False,False,False,False,True
21000,225,1,1,False,False,True,False,False,False,False,False,True
110000,850,2,2,False,True,False,False,False,False,False,False,True
21000,385,1,1,False,False,True,False,False,False,False,False,True
46700,800,2,2,False,False,True,False,False,False,False,False,True
400000,2500,4,4,True,False,False,False,False,False,False,False,True
280000,1526,4,5,False,True,False,False,False,False,False,False,True
18000,300,1,1,False,False,True,False,False,False,False,False,True
80000,1800,3,3,False,True,False,False,False,False,False,False,True
88000,800,2,2,False,True,False,False,False,False,False,False,True
90000,890,3,2,True,False,False,False,False,False,False,False,True
38000,700,2,2,False,False,True,False,False,False,False,False,True
20000,465,1,1,False,True,False,False,False,False,False,False,True
140000,900,2,2,True,False,False,False,False,False,False,False,True
78000,1073,3,3,False,True,False,False,False,False,False,False,True
21000,450,1,1,False,False,True,False,False,False,False,False,True
95000,1350,3,3,True,False,False,False,False,False,False,False,True
90000,800,2,2,True,False,False,False,False,False,False,False,True
34000,600,2,2,False,False,True,False,False,False,False,False,True
55000,650,2,2,False,False,True,False,False,False,False,False,True
52000,550,2,2,True,False,False,False,False,False,False,False,True
74999,840,1,2,False,False,True,False,False,False,False,False,True
75000,1121,3,2,True,False,False,False,False,False,False,False,True
45000,650,2,2,False,False,True,False,False,False,False,False,True
22000,575,1,1,False,False,True,False,False,False,False,False,True
32000,475,1,1,True,False,False,False,False,False,False,False,True
34000,830,2,2,False,True,False,False,False,False,False,False,True
170000,1337,3,3,False,True,False,False,False,False,False,False,True
23000,420,1,2,False,True,False,False,False,False,False,False,True
20000,310,1,1,False,False,True,False,False,False,False,False,True
350000,1800,3,4,True,False,False,False,False,False,False,False,True
90000,967,3,3,True,False,False,False,False,False,False,False,True
55000,505,1,1,False,True,False,False,False,False,False,False,True
15000,275,1,1,False,False,True,False,False,False,False,False,True
22000,640,2,2,False,True,False,False,False,False,False,False,True
60000,1500,3,3,False,True,False,False,False,False,False,False,True
49000,850,2,2,False,True,False,False,False,False,False,False,True
34000,900,2,2,False,True,False,False,False,False,False,False,True
24000,430,1,2,True,False,False,False,False,False,False,False,True
270000,1649,4,3,False,True,False,False,False,False,False,False,True
69000,1100,3,3,False,False,True,False,False,False,False,False,True
120000,1200,3,3,False,True,False,False,False,False,False,False,True
32000,680,2,2,False,False,True,False,False,False,False,False,True
24000,600,2,2,False,True,False,False,False,False,False,False,True
100000,1560,4,4,False,False,True,False,False,False,False,False,True
600000,4500,5,5,True,False,False,False,False,False,False,False,True
45000,771,2,2,False,False,True,False,False,False,False,False,True
80000,800,2,2,False,True,False,False,False,False,False,False,True
37000,800,2,2,False,True,False,False,False,False,False,False,True
210000,1425,3,4,True,False,False,False,False,False,False,False,True
190000,1750,4,4,False,True,False,False,False,False,False,False,True
25000,475,1,2,False,False,True,False,False,False,False,False,True
210000,2000,4,5,False,False,True,False,False,False,False,False,True
200000,1375,3,3,False,True,False,False,False,False,False,False,True
310000,2800,5,5,False,True,False,False,False,False,False,False,True
26000,650,1,1,False,True,False,False,False,False,False,False,True
27000,600,2,2,False,False,True,False,False,False,False,False,True
26000,649,1,1,False,False,True,False,False,False,False,False,True
60000,950,2,2,True,False,False,False,False,False,False,False,True
12000,225,1,1,False,False,True,False,False,False,False,False,True
180000,1000,2,2,True,False,False,False,False,False,False,False,True
30000,330,1,1,True,False,False,False,False,False,False,False,True
100000,1200,3,3,True,False,False,False,False,False,False,False,True
140000,1270,3,3,False,True,False,False,False,False,False,False,True
70000,920,3,3,False,False,True,False,False,False,False,False,True
20000,630,2,2,False,False,True,False,False,False,False,False,True
22000,670,2,2,True,False,False,False,False,False,False,False,True
32000,450,1,1,True,False,False,False,False,False,False,False,True
20000,265,1,1,False,False,True,False,False,False,False,False,True
50000,600,2,2,False,True,False,False,False,False,False,False,True
29000,670,2,2,False,False,True,False,False,False,False,False,True
45000,650,2,2,False,True,False,False,False,False,False,False,True
6500,422,1,2,False,True,False,False,False,False,False,False,True
55000,955,2,2,False,False,True,False,False,False,False,False,True
69999,1100,3,3,True,False,False,False,False,False,False,False,True
18500,300,1,1,False,False,True,False,False,False,False,False,True
50000,900,2,2,False,True,False,False,False,False,False,False,True
45000,785,2,2,False,False,True,False,False,False,False,False,True
85000,1350,3,3,True,False,False,False,False,False,False,False,True
85000,900,2,2,False,True,False,False,False,False,False,False,True
25000,400,1,1,False,False,True,False,False,False,False,False,True
75000,800,2,3,False,True,False,False,False,False,False,False,True
190000,895,2,2,False,True,False,False,False,False,False,False,True
20000,625,1,1,False,True,False,False,False,False,False,False,True
30000,720,2,2,False,True,False,False,False,False,False,False,True
75000,750,2,2,True,False,False,False,False,False,False,False,True
350000,1663,3,2,False,True,False,False,False,False,False,False,True
70000,660,2,2,False,True,False,False,False,False,False,False,True
32000,700,2,2,True,False,False,False,False,False,False,False,True
22000,377,1,2,False,False,True,False,False,False,False,False,True
35000,650,2,2,False,True,False,False,False,False,False,False,True
47000,650,2,2,False,False,True,False,False,False,False,False,True
400000,2080,4,5,False,True,False,False,False,False,False,False,True
31000,700,2,2,False,True,False,False,False,False,False,False,True
60000,430,1,1,True,False,False,False,False,False,False,False,True
58000,650,2,2,False,False,True,False,False,False,False,False,True
85000,890,3,2,True,False,False,False,False,False,False,False,True
45000,965,2,2,False,False,True,False,False,False,False,False,True
7500,630,1,2,False,True,False,False,False,False,False,False,True
250000,2100,4,4,False,True,False,False,False,False,False,False,True
150000,1100,3,3,True,False,False,False,False,False,False,False,True
80000,730,2,2,False,True,False,False,False,False,False,False,True
75000,1380,3,3,False,True,False,False,False,False,False,False,True
66000,1100,3,3,False,True,False,False,False,False,False,False,True
45000,450,1,1,False,True,False,False,False,False,False,False,True
22000,500,1,1,False,False,True,False,False,False,False,False,True
65000,1100,3,3,False,True,False,False,False,False,False,False,True
55000,868,3,3,False,False,True,False,False,False,False,False,True
55000,750,2,2,False,True,False,False,False,False,False,False,True
36000,540,1,2,False,False,True,False,False,False,False,False,True
230000,2100,4,5,True,False,False,False,False,False,False,False,True
22000,450,1,2,False,True,False,False,False,False,False,False,True
170000,1600,3,4,False,True,False,False,False,False,False,False,True
34000,560,1,2,False,True,False,False,False,False,False,False,True
45000,500,1,1,False,False,True,False,False,False,False,False,True
14000,305,1,1,False,False,True,False,False,False,False,False,True
75000,970,3,2,True,False,False,False,False,False,False,False,True
7000,480,1,1,False,False,True,False,False,False,False,False,True
55000,720,2,2,False,True,False,False,False,False,False,False,True
55000,950,2,2,False,True,False,False,False,False,False,False,True
700000,3200,4,4,True,False,False,False,False,False,False,False,True
140000,1450,3,3,True,False,False,False,False,False,False,False,True
42000,774,2,2,False,True,False,False,False,False,False,False,True
27000,450,1,1,False,False,True,False,False,False,False,False,True
60000,1000,3,3,False,True,False,False,False,False,False,False,True
17000,340,1,1,False,True,False,False,False,False,False,False,True
30000,430,1,2,False,True,False,False,False,False,False,False,True
45000,722,2,2,False,False,True,False,False,False,False,False,True
90000,1152,3,2,True,False,False,False,False,False,False,False,True
25000,641,1,1,False,False,True,False,False,False,False,False,True
70000,810,2,2,True,False,False,False,False,False,False,False,True
90000,800,2,2,True,False,False,False,False,False,False,False,True
110000,875,2,2,False,False,True,False,False,False,False,False,True
20000,700,2,2,False,False,True,False,False,False,False,False,True
35000,420,1,1,False,True,False,False,False,False,False,False,True
80000,1400,3,3,True,False,False,False,False,False,False,False,True
54500,758,2,2,False,True,False,False,False,False,False,False,True
350000,2880,4,5,False,False,True,False,False,False,False,False,True
45000,480,1,2,True,False,False,False,False,False,False,False,True
38000,550,1,2,False,False,True,False,False,False,False,False,True
90000,900,2,2,False,True,False,False,False,False,False,False,True
22000,400,1,1,False,False,True,False,False,False,False,False,True
70000,760,2,2,False,True,False,False,False,False,False,False,True
380000,2800,4,5,False,False,True,False,False,False,False,False,True
50000,400,1,1,False,True,False,False,False,False,False,False,True
680000,1962,4,5,False,True,False,False,False,False,False,False,True
140000,1100,3,3,False,True,False,False,False,False,False,False,True
40000,800,2,2,False,True,False,False,False,False,False,False,True
32000,590,2,2,False,False,True,False,False,False,False,False,True
78000,600,2,2,False,True,False,False,False,False,False,False,True
280000,2500,4,6,False,True,False,False,False,False,False,False,True
45000,670,2,2,False,False,True,False,False,False,False,False,True
65000,960,2,2,False,True,False,False,False,False,False,False,True
65000,1500,2,3,False,True,False,False,False,False,False,False,True
35000,500,1,1,False,True,False,False,False,False,False,False,True
90000,1120,3,2,True,False,False,False,False,False,False,False,True
250000,2729,4,5,False,True,False,False,False,False,False,False,True
70000,3354,3,3,True,False,False,True,False,False,False,False,False
10500,800,2,2,False,True,False,True,False,False,False,False,False
13000,1000,2,2,False,True,False,True,False,False,False,False,False
17000,1040,2,2,True,False,False,True,False,False,False,False,False
21000,1403,3,3,False,True,False,True,False,False,False,False,False
10000,600,2,1,True,False,False,True,False,False,False,False,False
61500,2608,4,3,False,True,False,True,False,False,False,False,False
13000,850,2,2,False,True,False,True,False,False,False,False,False
7500,400,1,1,False,False,True,True,False,False,False,False,False
17000,1000,2,2,False,True,False,True,False,False,False,False,False
25000,1350,3,3,False,True,False,True,False,False,False,False,False
10500,800,2,2,False,True,False,True,False,False,False,False,False
8000,350,1,1,False,True,False,True,False,False,False,False,False
9500,900,1,1,False,True,False,True,False,False,False,False,False
50000,2000,3,3,False,True,False,True,False,False,False,False,False
13000,700,2,2,False,True,False,True,False,False,False,False,False
13500,600,1,1,False,True,False,True,False,False,False,False,False
13000,700,2,1,False,True,False,True,False,False,False,False,False
15000,600,1,1,False,True,False,True,False,False,False,False,False
15000,1400,2,3,True,False,False,True,False,False,False,False,False
7000,600,1,1,False,False,True,True,False,False,False,False,False
25000,770,2,2,True,False,False,True,False,False,False,False,False
17000,900,2,2,False,True,False,True,False,False,False,False,False
7500,500,1,1,True,False,False,True,False,False,False,False,False
15000,1100,2,2,False,False,True,True,False,False,False,False,False
7500,500,1,1,False,True,False,True,False,False,False,False,False
25000,1260,3,3,True,False,False,True,False,False,False,False,False
54000,1750,3,3,False,True,False,True,False,False,False,False,False
14500,600,1,1,False,True,False,True,False,False,False,False,False
4500,450,1,1,False,True,False,True,False,False,False,False,False
10500,800,2,1,False,True,False,True,False,False,False,False,False
5500,400,1,1,False,False,True,True,False,False,False,False,False
16000,600,2,2,False,False,True,True,False,False,False,False,False
7000,400,1,1,False,False,True,True,False,False,False,False,False
12500,900,2,2,True,False,False,True,False,False,False,False,False
10000,1200,2,1,False,True,False,True,False,False,False,False,False
18000,1045,2,2,False,True,False,True,False,False,False,False,False
28000,1021,3,3,True,False,False,True,False,False,False,False,False
12000,1200,3,2,False,False,True,True,False,False,False,False,False
13000,1000,2,1,False,False,True,True,False,False,False,False,False
50000,1280,2,2,True,False,False,True,False,False,False,False,False
7000,450,1,1,False,True,False,True,False,False,False,False,False
30000,450,2,2,False,False,True,True,False,False,False,False,False
10000,600,1,2,False,True,False,True,False,False,False,False,False
15000,800,2,2,False,True,False,True,False,False,False,False,False
7500,500,1,1,False,False,True,True,False,False,False,False,False
45000,1680,3,3,False,True,False,True,False,False,False,False,False
65000,2000,3,3,False,True,False,True,False,False,False,False,False
12000,500,1,1,False,True,False,True,False,False,False,False,False
7000,500,1,1,False,True,False,True,False,False,False,False,False
9000,800,1,1,False,False,True,True,False,False,False,False,False
23000,1100,2,2,False,True,False,True,False,False,False,False,False
30000,1200,2,2,False,True,False,True,False,False,False,False,False
8000,500,1,1,False,False,True,True,False,False,False,False,False
16000,1155,2,2,False,True,False,True,False,False,False,False,False
7500,440,1,1,False,True,False,True,False,False,False,False,False
20000,1040,2,2,False,True,False,True,False,False,False,False,False
110000,2900,4,4,True,False,False,True,False,False,False,False,False
30000,1200,3,2,False,True,False,True,False,False,False,False,False
20000,1600,3,3,False,True,False,True,False,False,False,False,False
84000,3150,4,4,False,False,True,True,False,False,False,False,False
17000,1000,2,2,False,True,False,True,False,False,False,False,False
15000,1200,2,2,False,True,False,True,False,False,False,False,False
6000,400,1,1,False,True,False,True,False,False,False,False,False
16000,950,2,3,True,False,False,True,False,False,False,False,False
9500,530,2,1,False,True,False,True,False,False,False,False,False
8000,300,1,1,False,False,True,True,False,False,False,False,False
15000,1000,2,2,False,True,False,True,False,False,False,False,False
12000,450,1,1,False,False,True,True,False,False,False,False,False
10000,600,1,1,False,True,False,True,False,False,False,False,False
16000,1100,2,2,False,False,True,True,False,False,False,False,False
11000,400,1,1,False,False,True,True,False,False,False,False,False
11000,700,2,2,False,False,True,True,False,False,False,False,False
20000,1105,2,2,False,True,False,True,False,False,False,False,False
24000,1430,3,2,False,True,False,True,False,False,False,False,False
14500,850,2,2,False,True,False,True,False,False,False,False,False
4000,650,1,1,False,False,True,True,False,False,False,False,False
12000,1200,2,2,False,False,True,True,False,False,False,False,False
8500,600,2,2,False,False,True,True,False,False,False,False,False
9000,400,1,1,False,True,False,True,False,False,False,False,False
180000,2800,4,4,True,False,False,True,False,False,False,False,False
10500,1100,2,2,False,True,False,True,False,False,False,False,False
12000,900,2,2,False,False,True,True,False,False,False,False,False
32000,1300,3,2,False,True,False,True,False,False,False,False,False
15000,1000,2,3,False,True,False,True,False,False,False,False,False
21000,1000,3,3,True,False,False,True,False,False,False,False,False
12000,900,2,2,False,False,True,True,False,False,False,False,False
7000,800,1,1,False,False,True,True,False,False,False,False,False
15000,750,2,2,False,False,True,True,False,False,False,False,False
11400,1100,2,2,False,False,True,True,False,False,False,False,False
15000,1200,2,2,False,True,False,True,False,False,False,False,False
19000,1000,2,2,False,True,False,True,False,False,False,False,False
27000,1000,2,2,False,True,False,True,False,False,False,False,False
48000,2000,3,3,False,True,False,True,False,False,False,False,False
7000,550,1,1,False,True,False,True,False,False,False,False,False
15000,1130,2,2,False,False,True,True,False,False,False,False,False
10000,600,2,2,False,True,False,True,False,False,False,False,False
7000,100,1,1,False,True,False,True,False,False,False,False,False
9000,500,2,1,False,True,False,True,False,False,False,False,False
8000,600,1,1,False,False,True,True,False,False,False,False,False
35000,1200,2,2,False,True,False,True,False,False,False,False,False
16000,850,2,2,False,True,False,True,False,False,False,False,False
4500,600,1,1,False,False,True,True,False,False,False,False,False
16000,600,2,1,False,False,True,True,False,False,False,False,False
10000,700,2,1,False,True,False,True,False,False,False,False,False
8000,400,1,1,False,False,True,True,False,False,False,False,False
6000,400,1,1,False,True,False,True,False,False,False,False,False
13000,1000,2,2,False,False,True,True,False,False,False,False,False
10000,1200,2,2,False,True,False,True,False,False,False,False,False
55000,1603,3,3,False,True,False,True,False,False,False,False,False
15000,1200,3,3,False,True,False,True,False,False,False,False,False
12000,420,1,1,False,True,False,True,False,False,False,False,False
9000,1200,2,2,False,True,False,True,False,False,False,False,False
36000,1771,3,3,False,True,False,True,False,False,False,False,False
37000,1200,3,3,False,True,False,True,False,False,False,False,False
6000,700,2,1,False,False,True,True,False,False,False,False,False
17000,610,1,1,False,True,False,True,False,False,False,False,False
8000,800,1,1,False,False,True,True,False,False,False,False,False
7500,550,1,1,False,True,False,True,False,False,False,False,False
9500,750,2,1,False,True,False,True,False,False,False,False,False
13500,700,2,2,False,True,False,True,False,False,False,False,False
9000,600,1,1,False,True,False,True,False,False,False,False,False
7000,360,1,1,False,False,True,True,False,False,False,False,False
12000,800,2,2,False,False,True,True,False,False,False,False,False
100000,3700,4,5,False,True,False,True,False,False,False,False,False
12000,1200,2,2,False,False,True,True,False,False,False,False,False
8500,480,1,1,True,False,False,True,False,False,False,False,False
18000,1000,2,2,False,True,False,True,False,False,False,False,False
11000,800,1,1,False,True,False,True,False,False,False,False,False
18000,900,3,2,True,False,False,True,False,False,False,False,False
17000,1450,3,3,False,True,False,True,False,False,False,False,False
6500,400,1,1,False,False,True,True,False,False,False,False,False
11500,700,2,2,False,True,False,True,False,False,False,False,False
22000,1000,2,2,False,True,False,True,False,False,False,False,False
13000,450,1,1,True,False,False,True,False,False,False,False,False
20000,773,3,2,False,True,False,True,False,False,False,False,False
10000,1200,2,2,False,True,False,True,False,False,False,False,False
15000,1000,2,2,False,False,True,True,False,False,False,False,False
8000,150,1,1,False,False,True,True,False,False,False,False,False
12000,865,2,2,False,True,False,True,False,False,False,False,False
20000,600,1,1,False,True,False,True,False,False,False,False,False
20000,800,2,1,False,True,False,True,False,False,False,False,False
8000,200,1,1,False,True,False,True,False,False,False,False,False
11000,600,1,2,False,False,True,True,False,False,False,False,False
40000,1840,3,2,False,True,False,True,False,False,False,False,False
10000,800,2,2,False,True,False,True,False,False,False,False,False
30000,1600,3,2,False,True,False,True,False,False,False,False,False
8000,600,2,1,False,False,True,True,False,False,False,False,False
15000,1100,2,2,False,False,True,True,False,False,False,False,False
12000,950,2,2,False,True,False,True,False,False,False,False,False
12000,905,2,2,False,True,False,True,False,False,False,False,False
20000,1200,3,2,False,True,False,True,False,False,False,False,False
13000,1000,3,1,False,True,False,True,False,False,False,False,False
17500,1080,2,2,True,False,False,True,False,False,False,False,False
8000,600,1,1,False,True,False,True,False,False,False,False,False
8500,1000,2,2,False,True,False,True,False,False,False,False,False
7500,600,1,1,False,True,False,True,False,False,False,False,False
22000,1100,2,2,False,True,False,True,False,False,False,False,False
6000,300,1,1,False,False,True,True,False,False,False,False,False
32900,1200,2,1,True,False,False,True,False,False,False,False,False
15000,800,2,1,True,False,False,True,False,False,False,False,False
10000,535,2,1,False,False,True,True,False,False,False,False,False
10000,800,2,2,False,False,True,True,False,False,False,False,False
21000,1159,3,2,False,False,True,True,False,False,False,False,False
63000,2650,4,5,False,False,True,True,False,False,False,False,False
6900,50,1,1,False,True,False,True,False,False,False,False,False
14000,700,2,1,False,False,True,True,False,False,False,False,False
14500,550,1,1,False,True,False,True,False,False,False,False,False
6500,700,1,1,False,True,False,True,False,False,False,False,False
13000,600,2,2,False,False,True,True,False,False,False,False,False
8000,600,2,1,False,True,False,True,False,False,False,False,False
18000,1000,2,1,False,True,False,True,False,False,False,False,False
20000,1100,2,3,False,True,False,True,False,False,False,False,False
14000,750,1,1,False,True,False,True,False,False,False,False,False
50000,2900,4,4,True,False,False,True,False,False,False,False,False
14500,990,2,2,False,False,True,True,False,False,False,False,False
15000,1300,2,2,True,False,False,True,False,False,False,False,False
11500,550,1,1,False,True,False,True,False,False,False,False,False
15000,1360,3,2,False,True,False,True,False,False,False,False,False
12000,600,2,2,False,True,False,True,False,False,False,False,False
18000,1200,2,2,False,True,False,True,False,False,False,False,False
15000,1050,2,2,False,True,False,True,False,False,False,False,False
12000,840,2,2,False,True,False,True,False,False,False,False,False
25000,1050,2,2,False,True,False,True,False,False,False,False,False
150000,3250,3,4,True,False,False,True,False,False,False,False,False
10000,500,1,1,False,False,True,True,False,False,False,False,False
8000,900,2,1,False,True,False,True,False,False,False,False,False
40000,1300,2,2,False,True,False,True,False,False,False,False,False
12000,600,2,1,False,False,True,True,False,False,False,False,False
16000,900,2,1,False,True,False,True,False,False,False,False,False
23000,1100,2,2,False,True,False,True,False,False,False,False,False
25000,1100,2,2,False,True,False,True,False,False,False,False,False
7000,600,1,1,False,False,True,True,False,False,False,False,False
17500,1250,2,2,False,False,True,True,False,False,False,False,False
10000,415,1,1,False,True,False,True,False,False,False,False,False
39000,1200,3,3,True,False,False,True,False,False,False,False,False
22000,1200,3,2,False,False,True,True,False,False,False,False,False
18000,1000,2,2,False,True,False,True,False,False,False,False,False
23000,1300,2,2,True,False,False,True,False,False,False,False,False
20000,1150,2,2,False,False,True,True,False,False,False,False,False
10000,450,1,1,False,True,False,True,False,False,False,False,False
15000,600,1,1,False,True,False,True,False,False,False,False,False
17000,1000,2,2,False,True,False,True,False,False,False,False,False
56000,1900,3,3,False,False,True,True,False,False,False,False,False
43000,1700,3,3,False,True,False,True,False,False,False,False,False
25000,1100,2,2,False,True,False,True,False,False,False,False,False
9000,500,1,1,False,True,False,True,False,False,False,False,False
31000,1757,3,3,False,True,False,True,False,False,False,False,False
6000,300,1,1,False,True,False,True,False,False,False,False,False
5000,500,1,1,False,True,False,True,False,False,False,False,False
16000,1200,2,2,False,False,True,True,False,False,False,False,False
20000,800,1,1,False,True,False,True,False,False,False,False,False
28000,1281,3,3,False,True,False,True,False,False,False,False,False
18000,1450,2,2,False,True,False,True,False,False,False,False,False
12000,600,1,1,False,True,False,True,False,False,False,False,False
20000,980,2,2,True,False,False,True,False,False,False,False,False
25000,1500,3,3,False,True,False,True,False,False,False,False,False
35000,1800,3,3,False,True,False,True,False,False,False,False,False
7000,400,1,1,False,False,True,True,False,False,False,False,False
7500,600,1,1,False,False,True,True,False,False,False,False,False
14000,1100,2,2,False,True,False,True,False,False,False,False,False
20000,1100,2,2,False,True,False,True,False,False,False,False,False
380000,3500,4,5,False,True,False,True,False,False,False,False,False
21000,1100,2,2,False,False,True,True,False,False,False,False,False
15000,700,2,2,False,True,False,True,False,False,False,False,False
5500,600,1,1,False,False,True,True,False,False,False,False,False
10000,700,2,2,False,False,True,True,False,False,False,False,False
7000,250,1,1,False,True,False,True,False,False,False,False,False
11500,1200,2,1,False,True,False,True,False,False,False,False,False
22000,1450,3,3,False,True,False,True,False,False,False,False,False
19000,1221,2,2,False,False,True,True,False,False,False,False,False
15000,1250,2,2,False,True,False,True,False,False,False,False,False
10500,700,2,1,False,True,False,True,False,False,False,False,False
12000,700,2,2,False,True,False,True,False,False,False,False,False
7000,200,1,1,False,True,False,True,False,False,False,False,False
15000,1200,2,2,False,True,False,True,False,False,False,False,False
23000,600,2,2,False,True,False,True,False,False,False,False,False
6500,600,1,1,False,True,False,True,False,False,False,False,False
29000,1800,3,3,False,True,False,True,False,False,False,False,False
12000,900,2,2,False,False,True,True,False,False,False,False,False
10000,1000,2,2,False,True,False,True,False,False,False,False,False
12500,500,2,2,False,True,False,True,False,False,False,False,False
32000,1800,3,3,False,True,False,True,False,False,False,False,False
8000,416,1,1,False,False,True,True,False,False,False,False,False
10500,600,2,1,False,True,False,True,False,False,False,False,False
6000,400,1,1,False,False,True,True,False,False,False,False,False
16000,1200,3,2,False,True,False,True,False,False,False,False,False
45000,1600,3,3,False,True,False,True,False,False,False,False,False
6000,500,1,1,False,True,False,True,False,False,False,False,False
5000,500,1,1,False,True,False,True,False,False,False,False,False
14000,1800,3,3,False,True,False,True,False,False,False,False,False
20000,900,2,2,True,False,False,True,False,False,False,False,False
11000,550,1,1,False,True,False,True,False,False,False,False,False
5500,600,1,1,False,False,True,True,False,False,False,False,False
55000,1800,3,3,False,False,True,True,False,False,False,False,False
15000,976,2,1,False,True,False,True,False,False,False,False,False
8500,350,1,1,False,True,False,True,False,False,False,False,False
15000,1100,2,2,False,True,False,True,False,False,False,False,False
12000,500,2,1,False,False,True,True,False,False,False,False,False
7500,600,1,1,False,True,False,True,False,False,False,False,False
16000,1100,2,2,False,True,False,True,False,False,False,False,False
20000,1150,2,2,True,False,False,True,False,False,False,False,False
14500,850,2,2,False,True,False,True,False,False,False,False,False
6000,600,1,1,False,True,False,True,False,False,False,False,False
14000,900,2,2,False,True,False,True,False,False,False,False,False
7000,300,1,1,False,True,False,True,False,False,False,False,False
27500,1130,2,2,False,True,False,True,False,False,False,False,False
18000,1200,2,2,False,False,True,True,False,False,False,False,False
10000,1000,2,2,False,True,False,True,False,False,False,False,False
31000,1700,3,3,True,False,False,True,False,False,False,False,False
15000,1100,2,2,False,True,False,True,False,False,False,False,False
11000,300,1,1,False,True,False,True,False,False,False,False,False
4500,600,1,1,False,False,True,True,False,False,False,False,False
10000,1000,1,2,False,True,False,True,False,False,False,False,False
10000,1200,2,2,False,False,True,True,False,False,False,False,False
9000,500,1,1,False,True,False,True,False,False,False,False,False
16000,1050,2,2,False,True,False,True,False,False,False,False,False
5000,350,1,1,False,False,True,True,False,False,False,False,False
10000,1000,2,2,False,True,False,True,False,False,False,False,False
15000,600,1,1,False,True,False,True,False,False,False,False,False
3500,150,1,1,False,False,True,True,False,False,False,False,False
16000,1400,2,2,True,False,False,True,False,False,False,False,False
17000,1387,2,3,False,True,False,True,False,False,False,False,False
30000,1350,3,2,True,False,False,True,False,False,False,False,False
12000,1020,2,2,False,False,True,True,False,False,False,False,False
9000,600,1,1,False,True,False,True,False,False,False,False,False
6000,400,1,1,False,True,False,True,False,False,False,False,False
20000,550,1,1,False,True,False,True,False,False,False,False,False
30000,1400,3,2,True,False,False,True,False,False,False,False,False
20000,1050,2,2,False,True,False,True,False,False,False,False,False
15000,800,2,2,False,False,True,True,False,False,False,False,False
20000,1100,2,2,False,False,True,True,False,False,False,False,False
25000,1500,3,2,False,True,False,True,False,False,False,False,False
9000,800,1,1,False,True,False,True,False,False,False,False,False
17000,800,2,1,False,True,False,True,False,False,False,False,False
16500,1200,2,2,False,True,False,True,False,False,False,False,False
7000,450,1,1,False,False,True,True,False,False,False,False,False
30000,1425,3,2,False,True,False,True,False,False,False,False,False
8500,720,2,2,False,True,False,True,False,False,False,False,False
8000,700,1,1,False,True,False,True,False,False,False,False,False
20000,1100,2,2,False,True,False,True,False,False,False,False,False
30000,1645,3,3,False,True,False,True,False,False,False,False,False
120000,3276,3,3,False,True,False,True,False,False,False,False,False
7000,500,1,1,False,False,True,True,False,False,False,False,False
10000,600,2,2,True,False,False,True,False,False,False,False,False
5000,600,1,1,False,True,False,True,False,False,False,False,False
30000,1893,3,4,False,True,False,True,False,False,False,False,False
6500,450,1,1,False,False,True,True,False,False,False,False,False
10000,650,1,1,False,True,False,True,False,False,False,False,False
18000,400,1,1,False,False,True,True,False,False,False,False,False
30000,1296,2,2,False,True,False,True,False,False,False,False,False
20000,1000,2,2,False,True,False,True,False,False,False,False,False
16500,600,1,1,False,False,True,True,False,False,False,False,False
15000,600,1,1,True,False,False,True,False,False,False,False,False
130000,4800,4,4,False,True,False,True,False,False,False,False,False
15000,1000,2,1,False,True,False,True,False,False,False,False,False
70000,800,1,1,False,False,True,True,False,False,False,False,False
22000,455,1,1,False,True,False,True,False,False,False,False,False
9750,575,2,2,False,True,False,True,False,False,False,False,False
23000,1066,2,2,False,False,True,True,False,False,False,False,False
12000,850,2,1,False,True,False,True,False,False,False,False,False
60000,1550,3,3,False,True,False,True,False,False,False,False,False
11000,1000,2,2,False,True,False,True,False,False,False,False,False
12000,800,2,1,False,True,False,True,False,False,False,False,False
11000,450,1,1,False,True,False,True,False,False,False,False,False
19000,1350,2,2,False,True,False,True,False,False,False,False,False
10000,1350,2,2,False,True,False,True,False,False,False,False,False
7500,600,1,1,False,True,False,True,False,False,False,False,False
55000,2150,3,3,False,True,False,True,False,False,False,False,False
11000,1080,2,2,False,True,False,True,False,False,False,False,False
50000,1450,3,3,False,True,False,True,False,False,False,False,False
13500,700,2,2,False,False,True,True,False,False,False,False,False
16500,1200,2,2,False,True,False,True,False,False,False,False,False
120000,2110,3,3,False,False,True,True,False,False,False,False,False
7000,500,1,1,False,True,False,True,False,False,False,False,False
10000,850,2,1,False,True,False,True,False,False,False,False,False
7000,400,1,1,False,False,True,True,False,False,False,False,False
18000,800,1,1,True,False,False,True,False,False,False,False,False
